index_num,title,location,company,summary,salary,url
73,eDiscovery Data Analyst,"Houston, TX 77094 (Memorial area)",Servient Inc,"Proficiency with data management services (e.g. loading data into database applications, conducting database search queries, developing reports for legal teams,…",,https://indeed.com/rc/clk?jk=bfe6376855137893&fccid=47d1258571c3c9f7&vjs=3
74,Driscoll Health Plan - Data Integrity Analyst,"Corpus Christi, TX",Driscoll Children's Hospital,This includes regulatory data exchanges as well as operational exchange processes.Analysts will own the encounter data submission process including submission…,,https://indeed.com/rc/clk?jk=4727af3dfb166b9b&fccid=dbcbd6aa46de707e&vjs=3
78,"Associate Analyst, Strategy Operations","Austin, TX 78752 (Highland area)",Favor,"Proficient in Excel, Looker or other data visualization tools.Analyze data and KPIs for key initiatives and provide recommendations on analysis insights.",,https://indeed.com/rc/clk?jk=15d1853e21ef36f4&fccid=a7eccf38f43eb999&vjs=3
79,Quality Control Analyst Data Reviewer,"College Station, TX 77845",FUJIFILM,"Ability to review raw data, assess assay and system suitability criteria,.Reviews data obtained for compliance to specifications and reports excursion/out of…",,https://indeed.com/rc/clk?jk=d3f55db80c2e81a8&fccid=c4c64c01f4736f1c&vjs=3
80,Junior Data Collection Analyst / Interviewer 1 - 2021,"Dallas, TX 75202 (City Center District area)","TELAFORCE, LLC","Interpreting numerical data, reviewing error messages and correcting data where applicable.Identifying and reporting problems in obtaining valid data.",,https://indeed.com/rc/clk?jk=b698fc2fa899f7ae&fccid=d50792073aee80f5&vjs=3
81,Transaction Data Analyst,"Denton, TX 76210",Sally Holdings LLC,"1-3 years previous experience in an analytical or audit type role.Strong skills in organizing, attention to detail, accuracy, prioritizing, follow-up and…",,https://indeed.com/rc/clk?jk=90db3be32200ffd1&fccid=423e4e9b050eaa7c&vjs=3
82,MDM Business Analyst,"Sugar Land, TX",TCS,Assist in on-going evaluation of current and new business data requirements.Understand and Analyze the Functional Requirements and Use Cases for MDM and the…,,https://indeed.com/rc/clk?jk=f1b514899a226ad8&fccid=c78fdfc4443d4537&vjs=3
83,CIB - Business Analyst & Reporting Specialist - 3rd Shift,"Fort Worth, TX","JPMorgan Chase Bank, N.A.","Validate accuracy of data and assist with report preparation.The Business Analysis and Reporting family includes roles related to data gathering, analysis, and…",,https://indeed.com/rc/clk?jk=11d153ff260d2909&fccid=aaf3b433897ea465&vjs=3
84,Quality Data Analyst (1986),"Irving, TX 75062",Nautilus Hyosung America Inc,Responsible for researching and validating data in multiple data sources.Identify patterns and trends in data sets.Ability to analyze large datasets.,,https://indeed.com/rc/clk?jk=b4ce1660d9d5e41a&fccid=5bc3b4d3bc91092e&vjs=3
85,Data & Insights Analyst,"Austin, TX",StitcherAds,Perform scientifically sound data analysis for key insights across multiple clients and verticals.401K plan with full company match up to 3%.,,https://indeed.com/rc/clk?jk=97cdbe323733fa6d&fccid=3665698ab8bf37bd&vjs=3
86,Evaluation and Data Analyst,"Rio Grande Valley, TX",G&A Partners,"Ability to analyze and interpret quantitative and qualitative data and produce high quality reports and presentations, including data visualization.",,https://indeed.com/company/G&A-Partners/jobs/Evaluation-Data-Analyst-0a9dd6ee21cd477a?fccid=73172f6e77356407&vjs=3
87,Data Analyst VISTA in Southeast Texas,Texas,AmeriCorps,This project will develop a comprehensive report with data-driven findings on communities in the South East Texas Economic Development District (SETEDD).,,https://indeed.com/rc/clk?jk=0026b5ccca4e3fee&fccid=e87c07079f6e369f&vjs=3
88,"Data Standard Analyst, Biostatistics Team - Dallas","Irving, TX 75038 (Cottonwood area)","Medpace, Inc.",Implement data standard and create SDTM data;Ensure SDTM data conforms to the data standards expected by regulatory agencies.,,https://indeed.com/rc/clk?jk=628a04417e9692c9&fccid=dc86b41d5cdf3527&vjs=3
89,"Analyst, Marketing Data","Irving, TX",Javelin Agency. DAL | LA | NYC,1-3 years using SQL Queries for relational databases.Report QC and the required attention to detail is an integral part of this position.,,https://indeed.com/rc/clk?jk=2969663ace42e602&fccid=380b6bf9b6003ca4&vjs=3
90,Pricing Data Analyst,"Austin, TX 78754",Wisetek,"Capable of developing, implementing, and maintaining data analyses/data collection systems.Ability to acquire large datasets from primary or secondary data…",,https://indeed.com/rc/clk?jk=c55ff3763f65fb54&fccid=60494ac30086b951&vjs=3
91,Marketing Data Analyst Intern,"Houston, TX 77095",First Community Credit Union,"Ability to organize, analyze and interpret data.This role requires someone who is detail-oriented with a methodical approach; someone that is eager to dig into…",,https://indeed.com/rc/clk?jk=452693979ba15e0d&fccid=ee0e9024889b9c14&vjs=3
92,Data Analyst/ANAPLAN Modeler II,"Texas City, TX",Crowdjobsnow,Â€¢ Commitment to teamwork â€¢ Have completed the Anaplan Model Builder Certification â€¢ Prefer consultants with good knowledge on ETL tools or Planning and…,,https://indeed.com/rc/clk?jk=63b4b73da9fbbd89&fccid=dd616958bd9ddc12&vjs=3
94,Data Forensics Analyst,"Austin, TX","Ontrak, Inc.",Working with cross-functional stakeholders and technology teams to design appropriate data quality assurance processes that can be run on inbound data.,,"https://indeed.com/company/Ontrak,-Inc./jobs/Data-Forensic-Analyst-0779bc8c3c3f16ed?fccid=ae3523a56c5cb332&vjs=3"
96,Data Analyst II,"Austin, TX 78746",NFP Corp,"Provide quality assurance of imported data.Ensures data quality and accuracy, timely statements processing.This role assist in processing these statements as…",,https://indeed.com/rc/clk?jk=0726b61177af2760&fccid=95823e6a09456832&vjs=3
97,Business Analyst - Non Tech,"Richardson, TX 75081",PNC Financial Services Group,"Business Data Analysis – Knowledge of the investigation, evaluation, interpretation, and classification of business data; the ability to collect, identify,…",,https://indeed.com/rc/clk?jk=528382530b422fa4&fccid=b1330bfa6e5aae73&vjs=3
100,Data Analyst,"Plano, TX 75024",Kelly,"This role requires the individual to have experience with collecting, organizing, and analyzing data from various resources.",$40.14 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D6qFSVCaa8tXn-rJ3OcXif2lPyFmwsE2iZBGE4YLg1gz3DzxANTQL26tb-SQ4b-KCzM4PCeoKrnLkKMmz4DmlwF--oo4Fv4yvMqYwrnGJX1R29BCwcBe3LjpT8sUAOgDcXuZkBU1N4RcvRmtyykqtTcIbwlkDXybAZdgWoVSIInY-2PH1qTvaJR9QSPDiTtVEso3zO0g4ekP8DD4j_aZkpQGCQd8Q5EmFRRs4PKqcW33fVsnse8B97UoOgQSrGDSnGCa28PSALImA3QM8NDTF4yiKuTXe_0CQMIOe-h6oHj3TfgPkdiIh1yN6hYL-0PfGjtFS7RI-LFRw6nDtuznUE8ErIwXL4OZgfXkkdr8zQdG7MGo6SUZoKpvr30nLggIlx3SuVYP5bJH_PNybMcPjnK62C3txhRytY6wHIcMNPUzNCLss4o3_fKxR1aMM-FaHfiQ8f9E7G_P2LmrpYITkHNZ-QDc8m_mV9UGSy0A4YRY7DTBT5exuSSFI5CtOvG9XtuKKx6xbhDkgJb4dujPDHgvGnpmcfMc6nA_O3OtveaLdQJ5y1UdDo8UwCH21AC21a-_owER_3HZG_q_too1xSiClQzP09veRA0gB7h7lz1c1PjKZb5vUXl7If6ReGjFCGgxE7pFRB0-9GIKiaQ820eq5NyGcqt26qmZUaNwAaJcXbBrZoc1rlxMGIK3rgAdLtSTYBLmAjbFnceqoGE_yRDbP0WVMSxUqfI_0gFMFSKKQ07sJoCQYzGlsuDfxb0kGmC6Zw1I99Yy-bYbEZffuEDhJMvy_l8NoLDw6FaXBZGdLp1O8QofXIBzTKLxlbhuAFMWv8YJFckReHIrPDRGTYD3pSXymanpDNcW9rLI8Bt4D2NSfjpcwmzX7ZVnPMzBnWylMUVvlgKtDftd4SqBFRPsU916SYjIqQ-YAxiQlCaBr6g7Hvb316CFGhaOlY3RLA6WeF2HRIyVVGNx285__i1h16Nh7DW92WYEeFp1gkTHbLS5r6YIFooEVRAZHCO3R6AVRZPduAg7_cSZMywOLIbp7A4qduKE7JViCBhYJfGcfwc9ev3SGXfGtDSva8IiFHMj5Ojz-myHAIoNUZpVu8CLJVkxq_feVnufaI3WfrmHYWL3f19TyIaDYXutXps9-fDM-ZLNrYjRSm4dEdEelZObeR7AEybPOIcPaIbhAtmjyJ-QZ0avbl&p=10&fvj=0&vjs=3
101,Data Analyst,Texas,"AMA Consulting Group, LLC","To do well in this role you need a very fine eye for detail, experience as a data analyst, and deep understanding of the popular data analysis tools and…","$35,568 a year",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AIYPV5owzjha5cVFWnt_9QzR1gPoWs7IqBUylUJgXlaw6QdWbKK8Fo6Mhf7xPqMI9Vvi4Ip5ipblODPlXN695mH1UThJwytwhO8GYj3ibcRpVzJDXQDCG7WminISWv5bbf4A3fXFKC3_agBtjeHStF4ra6FL0ZNdAwHpQF2sQVTlA4siIkzbW73pMHHtZEV_4GghKo3UrhhB3cb1A9k2C38l8TlwLzTVC31_qxvnBzzZDx2PBXDXSChJm8lYnshQA1kHAFRkuoi66pRE24-4RXQXakGpnLqlQsyfsQWXYoNFbvO28KKto_oLnjM9yKJetES8H8gpCRTV-1hAa_pSpivVOaTRm2ulzR6jspCpZ_2RkJ_uR8urNU27Bo9BBxm7o-NTZsu9EgWNzQP97DryQiEM0EO9859_kQvmeB4pdMjKDlNWtpkuRPbD3SXket2ZiVxrtG4l9N5w==&p=11&fvj=1&vjs=3
102,Data Analyst - Warehousing - Entry Level - Multiple Shifts,"Austin, TX 78703",Ryder System,"The Data Analyst internally titled, Inventory Clerk II is responsible for reporting which measures the various metrics within the operation.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AJ6wryg7N46VvGy3EmkapfWsWdojZUEHSy-vjm49REoVas8cuqMRN6PC9fhrWOWBIT1FtfLIdpRu8zSDFN_B9-81XX-7xH4Sabe6JvrzB0gNGB0YPoEFS3OoyBmGIyC1CDFJCUbuQM9UGJb_AroRXhDsd3GhMjGT_ZSr_zK5yV14LfrAP-XWZGq2Z6vDCPfvGYVv0rUPda18mc3rRCo_NaFr9WmxjmO6yl82Ki8zw2nq6hQpmfzCX_XP6VolEbUIh0d5NBs13iBxT5Bd0DVw-Iy47nwNHo_bj_p5nrUx0Kb27LgU2iFuxLU9OLon5fNHVinA0LxHaJQiyCrEbljmzGzyY7J0z0PbrId4zYdICYPCEGNVyihWqWVWA3NGDmSaARpX501k9Ik5DZqeWKkA74EuO2Ocxtygnv1PykyKihmlucs9GwCocwt86cyYPlnBeaO0eFNz80gxqFHItZ_Gk5mICaxDqm44o=&p=12&fvj=0&vjs=3
103,Data Analyst,"Dallas, TX 75254 (Far North area)",WNC Insurance Services,"There should be a focus on locating data sources, retrieving data, data validation, data cleansing and developing business reports / processes to improve the…","$60,000 - $70,000 a year",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKgG3IDyDx0BeaQSacJcu5oZ0XsrxA-0TjG0a3zky2qazoGHJK_EdIAfp5z0m_tjhO4Z-oCtfmLrGnJ_rmckZ7deR79f_O4NR3eno35ijDMl5pSSCCRApvnx5dRLv2eRkqThyB675biY4aOSFNon2wE_WLnkDkosv1ocf8zryQ_aeea6BJYKUzw5HaIjGRlJIJFMrLLw8f6H6pCEFgNjvdbKo8Hh_GwEHrQqjC42CqyoJLWI0rRJv9xDsHUAJqdtjnBexTTnSSjDxNi7M7MWlbeNGdkOacwFUOgOVcaEwGXWmqxDRclLfhFG18auPp2YtkwkfGB2cme14ed1LMlrlQAjk_F5p7cnBzBAK3U-35tAKb2gEJMRxkK8mD8n1p3wvfEfyHYomYztYN0CeJmFGTYI1Vy3u-q__yE3-hqyxS2x8AyWUwK2kH&p=13&fvj=1&vjs=3
104,SAP Data Analyst,"Grapevine, TX 76051",STP,This role will oversee all activities of data and analytics at organization and transformation programs to champion the standardization of data and making it…,"Up to $150,000 a year",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BPKQE1twdYdrQQ_6nar91jeXrgTttUEXeWIGAy_8pS7V8ZnZ292lGj-oux8yQNBLrGcXO4XWPV0ymn35f5sgZVyHDItLozFprnfIGpYCGuBDh3y7miCAiuRgc_qjFvGlQDDHICKmGQIU7jfsffeBQLBPC6-FdpfzS8Pmdyrss-sn_sX7CCNwVta3OvdLd95g07slfGexc4ENyMZYJYnKzzvg4wXNJSl5DDE3EF5bQddU3b6y1ClyPtvISzZhRjVbRQEPzIEIFR9z3to_-s7F4X3UL28BSMQWsJ0HxZmgPderY3sAPeR9dZGRTbAVa4JiQZpp8oRL6GmO3SMWPeUUPLtTsX0sMneasjL8XZ-HqIVQW7BKg_xuMC1AcOuQDWCIUZvkzupAr1WV1zMtodRjHmiHovcfTK0zWkEYmYZ8DrVIMegGjPXOVd5MwjYbDyEWHVxfub3Mve1w==&p=14&fvj=1&vjs=3
105,Finance Data Analyst,"Texarkana, TX 75503",Christus Health,"Implements data management plan by conducting audits on patients files, validating data integrity and interpreting results using statistical and data analysis…",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DJ9JRso26i2D4tQcfl1gtFXJkAeNCKWTrBM27lH9GObku_ImYWU7rtb5UpxHrUUH-EqCbdfBIqt7wYtVk_bUglO8Q0KMHX27AqLWjHelEm1-HwCpK7HiJQZU3bJg3yW_XmHOMCTWqgFnVyPEGBee-WDl8muLldn1jjW7RW1LZOuTagZ5ldc5ZrYyVJiSbAGxZcCSF-5CSWmzRDQuboByz4n6G3ksjGrATdQ75SXmzHDolMj8S176xGasUgAKKb-CJtf2kh0yfaxWCctJHJmp8Zo5jFJb_qf6gu_-aS4EOfoP3bEMkHF6ayyLUIrH_T1yScZbmHjgmYdpACLBwnikILeQZhKmYeua2_YzGWH6h4N29tDF5A0EiaCXlz2eM0XmGsD-N2zZy2uQ1WWasj4pTQx43_DXzVHg1EbrU6zzfm8Wq7tEeL9w2oMNr4dnXEQgEmROiXn_1jKQUe6BALDL_aGsT04QDC_dDYwzrNPtoyJ26t5P_wOoU-wwNUFHiMsahQj6r-lXf6ArBExCfARPSoFbR25-SkXrk=&p=15&fvj=0&vjs=3
106,Clinical Data Analyst,"Houston, TX 77098 (Greenway - Upper Kirby Area area)",ReMedi Health Solutions,"In addition to medical chart abstraction, you will be working one-on-one with various physicians, gathering the data needed for their respective clinic.",$14 an hour,https://indeed.com/rc/clk?jk=e90f550e23a30f16&fccid=396b8793463f5ffc&vjs=3
107,"Non-College Work Study III, Data Analyst - M Davies College...","Houston, TX 77002 (Downtown area)",University of Houston-Downtown,Builds outputs and reports based on the above data.Builds relational databases in MS Access to potentially interact with existing student data.,,https://indeed.com/rc/clk?jk=1cbb2010eb559b5e&fccid=23fdf88547977b02&vjs=3
108,Business Analyst,"Sulphur Springs, TX",i3 Verticals,"Extremely organized with strong time-management, detail oriented and inquisitive skills.The Business Analyst serves as an integral member across various…",,https://indeed.com/rc/clk?jk=a20ff1392796f106&fccid=6041288b1439e59a&vjs=3
109,Data Specialist,"Houston, TX 77073",Wisenbaker Builder Services,General knowledge of residential construction (interpret blueprint architectural detail).The Data Specialist is responsible for the transfer of all cabinet…,,https://indeed.com/rc/clk?jk=a8b6c118757f42e0&fccid=43bf3658a1457638&vjs=3
110,Financial Data Analyst,"Plano, TX 75074",CarOffer,Strong analytical and data gathering skills.The Financial Data Analyst will prepare financial reports that serve as summary information for managers and is…,,https://indeed.com/rc/clk?jk=a40112d9beb05efd&fccid=bc531b7769dde0ea&vjs=3
111,Business Analyst,"Garden Valley, TX 75771",Mercy Ships,The Business Analyst is responsible for defining the as-is current and target state process and project documentation.,,https://indeed.com/rc/clk?jk=0ca0dd4dbd50dc6f&fccid=7be5b16fbf0cc4ca&vjs=3
112,Business Analyst Intern,"Austin, TX 78731",Mainstay Global,Job Type: Full-time ( 3 months at least).Work directly with firm’s principals managing all stages of existing projects.,,https://indeed.com/rc/clk?jk=5dcaf76a98225bdd&fccid=a0e609c1c2b1812e&vjs=3
113,Data Entry Analyst,"Brookshire, TX 77423",CRH,"Transfer data from database systems using keyboard, data recorders or optical scanners.Perform regular backups to ensure data preservation.",,https://indeed.com/rc/clk?jk=37d0b46970dd2e9b&fccid=04119675ddeb34a7&vjs=3
115,IT Business Lead Analyst,"Irving, TX 75062 (Northwest area)",Citi,"Proficiency in MS Office (Word, Excel, Visio, PowerPoint) with extensive experience using Excel for data analysis.6-10 years of experience.",,https://indeed.com/rc/clk?jk=7868dfd33c7cb2e6&fccid=5bcd1ef0a7f4fb99&vjs=3
116,Data Analyst,"Plano, TX 75024",TPC,Proven working experience as a data analyst or business data analyst.Acquire and integrate data from various data sources and maintain databases/data systems.,,https://indeed.com/rc/clk?jk=2e53a8c5a9ff870b&fccid=8d90b0e74ab41c49&vjs=3
117,"Business Analyst, BI","San Antonio, TX 78205 (Downtown area)",Visionworks,Ability to analyze and interpret data.Ability to analyze and interpret data.Significant ability in obtaining and manipulating very large data sets.,,https://indeed.com/rc/clk?jk=cf655934c166a78c&fccid=165ccda479a269d4&vjs=3
118,Telecom Data Analyst,"San Antonio, TX",I.T. Personnel Solutions,6 months data entry experience.Perform accurate data entry tasks into an online billing system.Analyze and verify all data acquired during discovery phase of…,,https://indeed.com/rc/clk?jk=939a288b98098d8c&fccid=024e5ad8ef114d29&vjs=3
119,Entry-Level Business Analyst,"Irving, TX 75038 (Cottonwood area)",Global Systems,"Entry-Level Business Analyst sought by TX based IT co. w/t Master of Economics or equivalent to manage company's annual plan, quarterly forecasts & variance…",,https://indeed.com/rc/clk?jk=8d3c6ed7671af60e&fccid=296dd820fd6d35f9&vjs=3
120,Patient Access Analyst/Call Center Quality Assurance Analyst,"Houston, TX 77030 (Medical Center Area area)",Baylor College of Medicine,Provides actionable data to various internal support groups as needed.Performs call monitoring and provides trend data to site management team and clinical…,,https://indeed.com/rc/clk?jk=080f582de245f7b7&fccid=5f589639ccd58869&vjs=3
121,Blotter Data Analyst - Associate Principal Risk Specialist,"Dallas, TX",Finra,"Execute functions in support of specialized units missions including, but not limited to, examinations, investigations, consultations, advisory, knowledge…",,https://indeed.com/rc/clk?jk=99abefda0ab281ab&fccid=b7e7351d21700e06&vjs=3
122,Data Analyst,"Dallas, TX 75219 (Oak Lawn area)",MGA Insurance Company Inc,Ensure regulatory compliance by fulfilling data calls from various departments of insurance.Create and maintain various reports and Power BI to be used to…,,https://indeed.com/rc/clk?jk=2823ce97b2377cfe&fccid=d295b60cfbd31433&vjs=3
124,Research Analyst,"Austin, TX 78703 (Downtown area)",Elevate Growth Partners,"Gather and analyze data from various sources to provide meaningful real estate data and insights.Produce data summaries, dashboards, visualizations, and…","From $48,000 a year",https://indeed.com/company/Elevate-Growth-Partners/jobs/Research-Analyst-8766a97d9a6de055?fccid=c6a3eeb7ee7d04b7&vjs=3
125,Workforce Intraday Analyst (Remote),"San Antonio, TX",VIPdesk Connect,Analyze data to outline any reasons for under/over performance and recommend actions to improve performance.Notify support teams as required.,$16 - $18 an hour,https://indeed.com/rc/clk?jk=ff958bf3a4ed9eb7&fccid=d6b16c4b5abd23a0&vjs=3
128,Chemical Analyst,"Amarillo, TX 79109",B.A.T. Laboratories LLC,"Technicians who have a DOC on file perform simple analytical tests, which are reviewed by trained analysts prior to data release.",$10 - $14 an hour,https://indeed.com/company/B.A.T.-Laboratories-LLC/jobs/Chemical-Analyst-b5240a648b465b70?fccid=f5fc1e5ca3851e6a&vjs=3
129,Business Analyst - Energy & Utility experience,"Houston, TX 77001",Cognizant Technology Solutions,"Logically structure recommendations and supporting data to formulate a solid, logical and understandable business case.Employee Status : Full Time Employee.",,https://indeed.com/rc/clk?jk=69233ea613d90d44&fccid=2df6a1e69a70a1e7&vjs=3
130,"Business Analyst Internship, MBA","Spring, TX 77389",HP,Develop dashboards to empower other team members with data.Manage complex data and business analyses to develop business plans and make recommendations that…,,https://indeed.com/rc/clk?jk=753437d0d55ff01f&fccid=1b866506aec22461&vjs=3
131,Data Analyst: Logistics,"Dallas, TX 75201",Retzlaff Grain Company,"Acquire data from primary or secondary data sources and maintain databases/data systems.Technical expertise regarding data models, database design development,…",,https://indeed.com/rc/clk?jk=d6df704a9e90f485&fccid=3beaeab6445ef7b6&vjs=3
132,Business Analyst pharmacovigilance,"Dallas, TX 75201",Cognizant Technology Solutions,Pharmacovigilance associate monitors all products and conducts post-market evaluations to ensure drug safety.Employee Status : Full Time Employee.,,https://indeed.com/rc/clk?jk=9b87e960c8a39d44&fccid=2df6a1e69a70a1e7&vjs=3
133,Business Intelligence Analyst,"McKinney, TX",SRS Distribution,Strong analytical and data gathering skills.Deep understanding of the fundamentals of data structure and table relationships.,,https://indeed.com/rc/clk?jk=464717c732cf7492&fccid=44a2b29da094d04b&vjs=3
134,BI Analyst,"Waco, TX",RTS,"Join a high performing team of analysts working on strategic initiatives ranging from financial/data modeling, data infrastructure, investigative analytics and…",,https://indeed.com/company/Remote-Team-Solutions/jobs/Bi-Analyst-ebd422a29e93407e?fccid=b6c019e2d64aca77&vjs=3
135,"Application Support Analyst, Data Solutions","Allen, TX 75013","Jack Henry and Associates, Inc.",An ideal candidate will have the drive to put our customers first along with the technical and troubleshooting knowhow to resolve complex problems in unique…,,https://indeed.com/rc/clk?jk=a4b807a49f8b5dc5&fccid=2a5783405eb3b48a&vjs=3
138,Agile Product Analyst,"Richardson, TX 75080",The i4 Group,"Communicate effectively and clearly by crafting, articulating, and executing a clear product vision that is consistent with the company’s short and long’term…",,https://indeed.com/rc/clk?jk=2259e77f128c562f&fccid=37c03a54f10762a2&vjs=3
139,Data Conversion Analyst,"Farmers Branch, TX 75234",Brinks Home,"This individual should be skilled in all aspects of data analytics inclusive of mining, extraction, transformation, loading (ETL), and have a keen eye for…",,https://indeed.com/rc/clk?jk=7b893945019188a3&fccid=d08f94afbea98d78&vjs=3
140,Junior Data Analyst - Clearance Required,"San Antonio, TX 78217 (MacArthur Park area)",Logistics Management Institute,"Knowledge and skills in data analysis, data modeling, data profiling, and data management of structured and unstructured data.Master’s degree or higher.",,https://indeed.com/rc/clk?jk=c4391458189cb8a1&fccid=12626f295bf6a003&vjs=3
141,Omnichannel Marketing Data Analyst,"Stafford, TX",Sun & Ski,1-3 years of experience analyzing data for eCommerce and marketing preferred.Experience with data visualization and a demonstrated ability to communicate…,,https://indeed.com/rc/clk?jk=c187624ce1032ac2&fccid=10406d411972cb08&vjs=3
142,Business Analyst,"Houston, TX 77036 (Sharpstown area)",Grenza,"Description: Business Analyst to Interact with clients in Requirement gathering, Analysis, Design, Development and Testing.",,https://indeed.com/rc/clk?jk=632352b1d5d5376c&fccid=cc8ac12aef7293e1&vjs=3
143,Business Analyst II - Appraisal Monitoring,"Plano, TX 75075",PennyMac,Support the Operations team with data analysis and problem solving.Must be a team player with strong attention to detail and able to work independently.,,https://indeed.com/rc/clk?jk=e847031900086d2c&fccid=24c6c21cc329dea7&vjs=3
146,Tax Data Analyst,"Dallas, TX",OneSource Virtual,Analytical of data of numbers.*Responsible for collecting and analyzing data on both the employer and employee level to identify the root cause of out-of…,,https://indeed.com/company/OneSource-Virtual/jobs/Tax-Data-Analyst-a24288ade4eac30e?fccid=872ae6887463deac&vjs=3
147,Production Data Analyst,"Houston, TX","Pure Safety Group, Inc.","Structure large data sets to find usable information.Collaborate with team members to collect and analyze data.Proficient in Word, Excel, ADP, and Epicor.",,https://indeed.com/rc/clk?jk=8722e8b838a0e464&fccid=f9f22b0e853d077e&vjs=3
148,Operations Analyst,"Houston, TX 77092 (Spring Branch East area)",ManhattanLife,The successful analyst will become a resource for data related questions and analysis.Analyze data and information to identify business opportunities.,,https://indeed.com/company/ManhattanLife/jobs/Operation-Analyst-f60ff97289dc0c71?fccid=52dfda3a15d2c62b&vjs=3
149,EDI Business Analyst,"Austin, TX","PMCS Services, Inc",Test data validations and mappings.Analyze and understand EDI transactions and Medicaid data.Work with stakeholders to address EDI and data impacts on current…,$60 - $70 an hour,"https://indeed.com/company/pmcs-services,-Inc./jobs/EDI-Business-Analyst-a178ecbf06f41182?fccid=f5af57a2997511e8&vjs=3"
150,Data Analyst,"Houston, TX 77036 (Sharpstown area)",Grenza,Filter data and merging data from various hive tables and storing them on HDFC.Analyze data using SQL to implement Data Warehouse application on Teradata with…,,https://indeed.com/rc/clk?jk=241702a397b0c723&fccid=cc8ac12aef7293e1&vjs=3
151,Data Analyst II Database developer II Entry level II Full-ti...,"Houston, TX",CCS Global Tech,"Providing technical expertise on data storage structures, data mining, and data cleansing.Collaborate and work with data analysts in various departments to…","$60,000 - $70,000 a year",https://indeed.com/company/Helm360/jobs/Data-Analyst-Database-Developer-Entry-Level-Full-Time-750ce358035ba956?fccid=0d0582f3e490bc41&vjs=3
152,Production Data Analyst,"Houston, TX","Pure Safety Group, Inc.",Structure large data sets to find usable information.Collaborate with team members to collect and analyze data.JOB TITLE: Production Data Analyst.,,https://indeed.com/rc/clk?jk=8722e8b838a0e464&fccid=f9f22b0e853d077e&vjs=3
153,Business Analyst,"Dallas, TX",Gurutech Solutions,3+ yrs of exp in Business Analyst and should have telecom domain experience.Please submit your profile with job title and location to jobs@gurutech-solutions…,,https://indeed.com/rc/clk?jk=177d6384f445eae2&fccid=a627ce105a615b6b&vjs=3
154,Sales Analyst,"Fort Worth, TX 76101 (Downtown area)",Transglobal Services LLC,This position is responsible for leveraging sales and client data from multiple internal and external sources and transforming it into actionable business…,,https://indeed.com/rc/clk?jk=41c452abf6f9caa6&fccid=a50471f7762ba253&vjs=3
155,Business Analyst II Knct FM,"Killeen, TX 76549",Central Texas College,"Must have experience using multi-deadlines, pay attention to detail, have written and oral communication skills, and to be able to handle confidential…",$10.43 an hour,https://indeed.com/rc/clk?jk=2cd0c5e7c0e62aa3&fccid=aab7b463657a7292&vjs=3
156,Math/Finance Graduate - Data Analyst,"Austin, TX",Search Laboratory,"Specifically, we are looking for numerate individuals who are adept at analyzing data in order to make informed decisions.What you can expect from us:","$37,000 - $45,000 a year",https://indeed.com/rc/clk?jk=ea1278597d73e6fd&fccid=df2b210ade037ea3&vjs=3
157,IAM Business Analyst,Texas,Capgemini,Our other services also include infrastructure transformation services-helping clients consolidate and migrate entire workloads and data centers.,,https://indeed.com/rc/clk?jk=1b0dbd3fba4c72eb&fccid=105ecfd0283f415f&vjs=3
158,Business Intelligence Intern (Summer 2021),"Houston, TX 77015","Stolt-Nielsen USA, INC.","You have experience building data visualizations using a tool such as Domo.Proven experience, which will be tested, in working with all things data.",,https://indeed.com/rc/clk?jk=7ff5c12105a9c0ef&fccid=ba367b240ef4e865&vjs=3
159,9-1-1 Data Analyst,"Austin, TX 78701 (Downtown area)",911 Datamaster Inc,Identify data inconsistencies and conflicts in address data sets.Work towards aggressive timelines to maximize data accuracy.,"$40,000 a year",https://indeed.com/rc/clk?jk=3a15649f06e8412d&fccid=71a4a076bedd6e89&vjs=3
160,SQL Data Analyst,"Carrollton, TX 75006",Crescent Bank,"Maximize use of available data in systems.The analyst will need to be able to understand business goals and needs and produce data, reports, and business…",,https://indeed.com/rc/clk?jk=5da106c1bcd62b4e&fccid=b9b9c28feb5f3f95&vjs=3
161,Business Systems Analyst - Enterprise Data Supply,"Plano, TX",Okaya Corp,"Solid understanding of key meta-data management, data quality, and data stewardship tools and platforms.Proven track record in driving large data governance…",,https://indeed.com/company/Okaya-Corp/jobs/Business-System-Analyst-b331f0958a22617c?fccid=260eac8588af7088&vjs=3
163,Continuous Improvement Analyst,"Garland, TX 75042",Kraft Heinz Company,"Computer literacy, teambuilding, multi-tasking, prioritizing, problem assessment/ troubleshooting, results driven, ability to teach others, initiative, quality…",$20 - $25 an hour,https://indeed.com/company/Kraft-Heinz-Company/jobs/Continuous-Improvement-Analyst-996d61d51a1528e1?fccid=ef4be98af276034b&vjs=3
